"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"23","@UCATennis ends the home schedule with a 5-2 win over Abilene Christian today on a nice Sunday afternoon for tennis… https://t.co/mItNblmvy3",FALSE,6,"UCATennis",2019-04-14 23:58:24,TRUE,NA,"1117577878001082369","1094243497874505729","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_fultoneric_",1,FALSE,FALSE,NA,NA
"24","Novak Djokovic outlines Rafael Nadal DOUBTS ahead of French Open https://t.co/9rlRMe1Idf",FALSE,0,NA,2019-04-14 23:58:15,FALSE,NA,"1117577840466128896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Orange_Deuce",0,FALSE,FALSE,NA,NA
"25","@howiep76 Tennis, snooker, Olympics and rugby lol",FALSE,0,"howiep76",2019-04-14 23:58:12,FALSE,"1117562093014847488","1117577826507612167","26452973","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WolvesAyWe90",0,FALSE,FALSE,NA,NA
"29","Any Tennis will be out late after GoT. Monte Carlo is upon us <U+0001F3BE> <U+0001F1F2><U+0001F1E8>",FALSE,3,NA,2019-04-14 23:57:41,FALSE,NA,"1117577697255882758",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SharpMinds247",0,FALSE,FALSE,NA,NA
"30","ESPN.:-  Ex-champ Wawrinka an early winner in Monaco https://t.co/XoMJZEjaY3",FALSE,0,NA,2019-04-14 23:57:33,FALSE,NA,"1117577665421008896",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ddusworld",0,FALSE,FALSE,NA,NA
"31","Garin tops Ruud to give Chile first ATP Tour title in 10 years https://t.co/5BeAYzmOAW https://t.co/ocRh5E5tOb",FALSE,0,NA,2019-04-14 23:57:33,FALSE,NA,"1117577665374875648",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","SPORTSCIRCUSINT",0,FALSE,FALSE,NA,NA
"32","ESPN.:-  Djokovic hopes to play, beat Nadal in French final https://t.co/c3U3eh4oXn",FALSE,0,NA,2019-04-14 23:57:33,FALSE,NA,"1117577664200503296",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ddusworld",0,FALSE,FALSE,NA,NA
"38","I am so upset with these new trendy chunky ugly circa 1997 tennis shoes THEY MUST BE STOPPED",FALSE,4,NA,2019-04-14 23:56:59,FALSE,NA,"1117577523850821632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__amandamac",1,FALSE,FALSE,NA,NA
"39","There are some really calming activities you can do if you’re feeling stressed~ Both making dolls and tennis are re… https://t.co/MHDnBQlqUz",FALSE,1,NA,2019-04-14 23:56:51,TRUE,NA,"1117577486634590208",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","misaki_exe",0,FALSE,FALSE,NA,NA
"41","@Akira_is_a_Meme what if it was a rusty tennis racket?",FALSE,0,"Akira_is_a_Meme",2019-04-14 23:56:47,FALSE,"1117576737666134016","1117577472436867072","1071991471987773440","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sfdco",0,FALSE,FALSE,NA,NA
"56","#DamascusCollege #DamascusPride #BeMyBest
Congratulations to Year 7 student Jarrod Joyce on winning the U/12 Boys S… https://t.co/ByUOsRyPgm",FALSE,0,NA,2019-04-14 23:55:16,TRUE,NA,"1117577089438375938",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","damascuscollege",0,FALSE,FALSE,NA,NA
"57","Garin wins U.S. Men's Clay Court Championship https://t.co/Bsm7Lg9Rjl",FALSE,1,NA,2019-04-14 23:55:12,FALSE,NA,"1117577071536906241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Orange_Deuce",0,FALSE,FALSE,NA,NA
"59","BREAKING NEWS: DATES ANNOUNCED for the 17th Annual Luke Woodward Tennis Classic - August 2-4 at Owensboro Tennis Co… https://t.co/XCs0AADaSF",FALSE,3,NA,2019-04-14 23:55:08,TRUE,NA,"1117577054529183745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LukeWoodwardTC",2,FALSE,FALSE,NA,NA
"64","Ormie King: Recalling Auburn women's tennis legends | Local News | https://t.co/Fj3WoUMBu2 https://t.co/uZ06sW5Vf1",FALSE,0,NA,2019-04-14 23:54:52,FALSE,NA,"1117576990532542466",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_Citizen",0,FALSE,FALSE,NA,NA
"69","@TravisRbrtsn @SethDavisHoops You just changed the premise.  You are paid on how you play, yes.  You are also paid… https://t.co/0qPbghfOvf",FALSE,1,"TravisRbrtsn",2019-04-14 23:54:37,TRUE,"1117501954786242568","1117576924715474949","872146365211717633","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MattGuye",0,FALSE,FALSE,NA,NA
"70","@pm_shaderoom the cutest tennis ball i’ve ever seen <U+0001F929>",FALSE,1,"pm_shaderoom",2019-04-14 23:54:34,FALSE,"1117375498831769600","1117576912216494080","772348369754816512","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zionsoftie",0,FALSE,FALSE,NA,NA
"72","@ndjay1 @ManthanMachine TENNIS CHAINS ICED OUT",FALSE,1,"ndjay1",2019-04-14 23:54:27,FALSE,"1117573909199687680","1117576883388993537","1452885098","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hpfmav",0,FALSE,FALSE,NA,NA
"76","Great tennis opportunities for kids ages 5-18 through the OH Village Life Program ran by AJ Szozda and Matt Gargas.… https://t.co/LyKwD55ls6",FALSE,1,NA,2019-04-14 23:54:06,TRUE,NA,"1117576795212140546",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OHillsTennis",1,FALSE,FALSE,NA,NA
"78","Sailfish Tennis Falls To Tars https://t.co/QiQY41gJlL",FALSE,0,NA,2019-04-14 23:54:02,FALSE,NA,"1117576780834062336",NA,"<a href=""http://www.sidearmsports.com"" rel=""nofollow"">SIDEARM Sports</a>","PBASailfish",0,FALSE,FALSE,NA,NA
"81","@sfdco i though it said ""my child and now he died of tennis""
he got smacked in the face with a rack",FALSE,1,"sfdco",2019-04-14 23:53:52,FALSE,"1117576504433491968","1117576737666134016","1113372762234449927","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Akira_is_a_Meme",0,FALSE,FALSE,NA,NA
"94","Tennis Senior Night vs. Ooltewah. #GoTribe https://t.co/JGxk6CLWsb",FALSE,3,NA,2019-04-14 23:52:16,FALSE,NA,"1117576334304325632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mcminnathletics",1,FALSE,FALSE,NA,NA
"103","Monday tennis picks in Monte-Carlo https://t.co/PkP8T3ZVZm https://t.co/2pl4BGZrj1",FALSE,0,NA,2019-04-14 23:51:34,FALSE,NA,"1117576158822961152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dimonator133",0,FALSE,FALSE,NA,NA
"104","Men's Tennis Recap: https://t.co/bHtVgSPvbW
No. 27 @GFUTennis capped off the regular season schedule with an 8-1 vi… https://t.co/pT2YY5TvI8",FALSE,9,NA,2019-04-14 23:51:33,TRUE,NA,"1117576154515292161",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GFUAthletics",1,FALSE,FALSE,NA,NA
"109","pure heroine - lorde

buzzcut season
tennis court
team https://t.co/yvgSPOmD76",FALSE,2,"xmoreirv",2019-04-14 23:51:22,FALSE,"1117551887660789762","1117576108378079233","2702630735","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xmoreirv",0,FALSE,FALSE,NA,NA
"112","Our trenchless method can fix the most complicated line breaks!
This sewer line was 11ft deep and 180ft long passin… https://t.co/tPDGx7WLsy",FALSE,0,NA,2019-04-14 23:51:06,TRUE,NA,"1117576041659342849",NA,"<a href=""https://www.socialreport.com"" rel=""nofollow"">SocialReport.com</a>","DooleySrvcPro",0,FALSE,FALSE,NA,NA
"113","1ST CAREER TITLE!

How @AnisimovaAmanda won her first career title of many

<U+0001F447><U+0001F447><U+0001F447><U+0001F447>

https://t.co/nSxVkgdlPz",FALSE,0,NA,2019-04-14 23:50:57,FALSE,NA,"1117576003407110144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tennistonic",0,FALSE,FALSE,NA,NA
"116","@Tennis_Jon I can't stand The Office.",FALSE,2,"Tennis_Jon",2019-04-14 23:50:43,FALSE,"1117306021230198784","1117575945282555905","1840424905","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JLOHagans",0,FALSE,FALSE,NA,NA
"123","@JerryElger @StephanieHazen @RaheemKassam Golf really isn't a sport though is it?

It doesn't require physical exer… https://t.co/RN6erYDYYD",FALSE,0,"JerryElger",2019-04-14 23:50:08,TRUE,"1117509116434501632","1117575799568125952","1010671247682867200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The_Hudsonhawk",0,FALSE,FALSE,NA,NA
"125","Welcome to the Chattering Order of St. Beryl! The first rule of the Chattering Order of St. Beryl is: Chatter. The… https://t.co/7GLhkc0eTE",FALSE,353,NA,2019-04-14 23:50:03,TRUE,NA,"1117575778928087041",NA,"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>","chattering_nuns",37,FALSE,FALSE,NA,NA
"128","Home tennis tomorrow vs. Cleveland. #GoTribe https://t.co/1PPN3Am6AZ",FALSE,0,NA,2019-04-14 23:49:44,FALSE,NA,"1117575696342241285",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mcminnathletics",0,FALSE,FALSE,NA,NA
"131","@AaronBublitz I’ll watch tennis for sure.",FALSE,0,"AaronBublitz",2019-04-14 23:49:28,FALSE,"1117575420319289346","1117575631376736257","2389366087","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PastorBenMeyer",0,FALSE,FALSE,NA,NA
"135","jumanji is not the party you go to to stunt<U+203C><U+FE0F>old tennis shoes and t shirts<U+203C><U+FE0F>",FALSE,84,NA,2019-04-14 23:49:13,FALSE,NA,"1117575567904313346",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wesleywriight",36,FALSE,FALSE,NA,NA
"136","An AD’s nightmare !  This is not baseball, softball, tennis or golf weather.  @BigTeams https://t.co/UkrNx4ejOi",FALSE,15,NA,2019-04-14 23:49:11,FALSE,NA,"1117575560400723970",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EGRAD5",1,FALSE,FALSE,NA,NA
"140","@locomeback @AgronGSW oh brother the tennis talker was right",FALSE,0,"locomeback",2019-04-14 23:49:04,FALSE,"1117575124054626304","1117575529027260416","896112245884768257","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","22CVR_reborn",0,FALSE,FALSE,NA,NA
"141","Tennis: Monday’s Franciscan Matches Canceled: https://t.co/SW4sDZ0L54",FALSE,0,NA,2019-04-14 23:49:03,FALSE,NA,"1117575526942593024",NA,"<a href=""http://www.sidearmsports.com"" rel=""nofollow"">SIDEARM Sports</a>","WC_Titans",1,FALSE,FALSE,NA,NA
"142","Latest: Christian Garin wins US Men's Clay Court Championship https://t.co/F7w9UXxeKS",FALSE,0,NA,2019-04-14 23:49:02,FALSE,NA,"1117575523050242048",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","suresport",0,FALSE,FALSE,NA,NA
"143","<U+0001F3BE> Took doubles
<U+0001F3BE> Won No. 2-4 singles
<U+0001F3BE> Shutout victory

<U+0001F4F0> https://t.co/gx9FdscVWn

#WeBeforeMe | #Flagship <U+0001F6A9> https://t.co/BweP2ENcgr",FALSE,19,NA,2019-04-14 23:49:00,FALSE,NA,"1117575513030176768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UMassTennis",3,FALSE,FALSE,NA,NA
"144","@talkSPORT how could you not like Ronnie O’Sullivan!!! <U+0001F622> he’s definitely up there with the best sportsman ever. I’d… https://t.co/cgPE6PZkKX",FALSE,0,"talkSPORT",2019-04-14 23:48:57,TRUE,NA,"1117575500938059777","15332636","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Danny04454141",0,FALSE,FALSE,NA,NA
"145","@CarinaHilbert @Enough212 I love Birkenstock so much I bought an insole to place in tennis shoes. $60 but they last for years.",FALSE,2,"CarinaHilbert",2019-04-14 23:48:56,FALSE,"1117479589020938240","1117575495644794880","1123639140","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Deeenst",0,FALSE,FALSE,NA,NA
"147","Never have I heard someone say: 'Oh, I wish I could go back to the time when I was a student in Physics and Mathema… https://t.co/EtX6EVQNbA",FALSE,0,NA,2019-04-14 23:48:50,TRUE,NA,"1117575473058525189",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TommyLeVarlet",0,FALSE,FALSE,NA,NA
"149","I definitely watch MAD tennis lol https://t.co/18HIpkaPV0",FALSE,0,NA,2019-04-14 23:48:48,FALSE,NA,"1117575461230477313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ink_OrangeJuice",0,FALSE,FALSE,NA,NA
"150","I don’t understand why people call sneakers tennis shoes, if someone has Jordan’s wouldn’t it be called basketball shoes lol",FALSE,2,NA,2019-04-14 23:48:39,FALSE,NA,"1117575423691558912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HakYaKnow",0,FALSE,FALSE,NA,NA
"151","@PastorBenMeyer I believe it’s much more enjoyable to watch when you play the game. It was the same for me for tenn… https://t.co/OI66Tj0RgG",FALSE,2,"PastorBenMeyer",2019-04-14 23:48:38,TRUE,"1117574836463837184","1117575420319289346","357693696","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AaronBublitz",0,FALSE,FALSE,NA,NA
"152","Can’t wait to get my own house and hang a tennis ball in the garage",FALSE,9,NA,2019-04-14 23:48:34,FALSE,NA,"1117575404091363329",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","og_angle",1,FALSE,FALSE,NA,NA
"159","<U+0001F6A8> FIRST ROUND OF STATE <U+0001F6A8>                 <U+0001F4C5>Tuesday, April 16                                      <U+0001F4CD>EE Robinson Tenni… https://t.co/zrMiMXe0mP",FALSE,6,NA,2019-04-14 23:48:12,TRUE,NA,"1117575313570058245",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LanierTennis",2,FALSE,FALSE,NA,NA
"165","@Channel7 @mykitchenrules Please it this <U+0001F4A9> still on months after the tennis finished?<U+0001F97A>",FALSE,0,"Channel7",2019-04-14 23:47:47,FALSE,"1117574890821832705","1117575207701495809","1093638847","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Hawksnicky",0,FALSE,FALSE,NA,NA
"170","High fashion makes me so angry bc why the hell would I spend $1250 for new shoes that are made to look like worn ou… https://t.co/t0TK3vj7Rr",FALSE,10,NA,2019-04-14 23:47:26,TRUE,NA,"1117575119688175616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","serendipeddie",0,FALSE,FALSE,NA,NA
"173","Congrats to the tennis team and Emily on the wins! https://t.co/eOTtm9Ffgt",FALSE,5,NA,2019-04-14 23:47:18,FALSE,NA,"1117575086796607493",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NCPSchoolCorp",1,FALSE,FALSE,NA,NA
"175","crib got a tennis court, get my venus and serena on",FALSE,0,NA,2019-04-14 23:47:12,FALSE,NA,"1117575058547859456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luluscones",0,FALSE,FALSE,NA,NA
"176","Reuters - UK - Tennis: Tennis-Garin tops Ruud to give Chile first ATP Tour title in 10 years",FALSE,0,NA,2019-04-14 23:47:05,FALSE,NA,"1117575032400752640",NA,"<a href=""http://www.1stheadlines.com"" rel=""nofollow"">TennisHeadlines</a>","1stTennisNews",0,FALSE,FALSE,NA,NA
"177","@TipsarevicJanko @DavidLawTennis @TennisPodcast @TipsarevicJanko comeback to your best tennis.",FALSE,0,"TipsarevicJanko",2019-04-14 23:47:02,FALSE,"1117432113236549632","1117575019796652033","168213572","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeoMar_LaSal",0,FALSE,FALSE,NA,NA
"178","Down 4-1 in the third set of the deciding match, UChicago's Jeremy Yuan delivered yet another clutch performance on… https://t.co/Id0QZ8YHvS",FALSE,10,NA,2019-04-14 23:46:54,TRUE,NA,"1117574986397638656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChicagoMaroons",3,FALSE,FALSE,NA,NA
"186","A little late in the post, but it was great to see our tennis team win all five matches against Pallotti HS this pa… https://t.co/70BdGWMiuX",FALSE,3,NA,2019-04-14 23:46:12,TRUE,NA,"1117574807082737664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SJCP_Principal",1,FALSE,FALSE,NA,NA
"190","Mind the Wii boys what a fucking unit that was, blasting the tennis and Mario kart every day, simpler times",FALSE,3,NA,2019-04-14 23:46:04,FALSE,NA,"1117574775776468992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marcoreilly95",0,FALSE,FALSE,NA,NA
"191","What can the childhood stories of Roger Federer and Tiger Woods teach us about generalization vs. specialization in… https://t.co/nQSoAGBOOu",FALSE,14,NA,2019-04-14 23:46:04,TRUE,NA,"1117574775197634560",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","SI_Tennis",9,FALSE,FALSE,NA,NA
"193","Lorde - Pure Heroine

Bravado
White Teeth Teens
Tennis Court",FALSE,1,"filtchke",2019-04-14 23:45:53,FALSE,"1116890164360556545","1117574728674365442","1048398608402407424","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","filtchke",0,FALSE,FALSE,NA,NA
"194","@SupStreamers Give away 100,000 of it in 5,000 or 10,000 sets, buy a green screen, a proper mic and camera, get a n… https://t.co/prieInkxPb",FALSE,1,"SupStreamers",2019-04-14 23:45:36,TRUE,"1117547042774167553","1117574657773920257","803225366345220096","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ItsOlliEl",0,FALSE,FALSE,NA,NA
"198","@ROCKMADHOLLAND Especially by athletes.  (Tennis players!)",FALSE,1,"ROCKMADHOLLAND",2019-04-14 23:45:19,FALSE,"1117570243361165312","1117574587359870976","70262730","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","J_D_Landis",0,FALSE,FALSE,NA,NA
"202","@OriginalBayArea How about Serena’s and Venus’ parents who had to watch them play against each other on some semifi… https://t.co/WH9QY10Po6",FALSE,2,"OriginalBayArea",2019-04-14 23:45:08,TRUE,"1117524765525204992","1117574539532066816","174393190","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JoloyaEstela",0,FALSE,FALSE,NA,NA
"205","Kernel tennis schedule shifted due to weather https://t.co/odhehvVmR1 https://t.co/2xLgcNiSD9",FALSE,1,NA,2019-04-14 23:45:03,FALSE,NA,"1117574517331832833",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","dailyrepublic",0,FALSE,FALSE,NA,NA
"207","Our guys headed to the tournament tomorrow, just a quick reminder! We leave our courts at 7am! Make sure to bring a… https://t.co/xdVbFZeJ74",FALSE,4,NA,2019-04-14 23:44:57,TRUE,NA,"1117574493369556992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GV_TENNIS",3,FALSE,FALSE,NA,NA
"209","Lots of Blugolds in action tomorrow! Tennis has a match at Holmen at 4:00, softball plays at GET at 5:00, baseball… https://t.co/dujFB6WFUJ",FALSE,2,NA,2019-04-14 23:44:51,TRUE,NA,"1117574469009182721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BlugoldFanz",0,FALSE,FALSE,NA,NA
"212","congratulations to the tennis team on winning the schroeders tournament ! last time we won’t was 5+ years ago",FALSE,3,NA,2019-04-14 23:44:45,FALSE,NA,"1117574444405403648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MuTennis19",5,FALSE,FALSE,NA,NA
"217","Fun at the @KleinCollins tennis banquet! @KleinISD @K_CollinsTennis https://t.co/ykmljINy13",FALSE,6,NA,2019-04-14 23:44:32,FALSE,NA,"1117574389036453888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kim_A_Sharp",1,FALSE,FALSE,NA,NA
"220","not only does she serve some hard tennis balls, BUT SHE SERVES LOOKS <U+0001F975><U+0001F924><U+0001F60D> https://t.co/1O4jnyQQvR",FALSE,7,NA,2019-04-14 23:44:27,FALSE,NA,"1117574369537081344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maddsmatt",0,FALSE,FALSE,NA,NA
"222","<U+2066>@AppWTennis<U+2069> <U+2066>@blakemosley72<U+2069> win the first Women’s Tennis Conference Championship in App State History!!! Do what… https://t.co/k9jy9baDHv",FALSE,63,NA,2019-04-14 23:44:25,TRUE,NA,"1117574358489341954",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DougGillin",8,FALSE,FALSE,NA,NA
"230","@JessicaScott09 I screwed up my shoulder. Rotator cuff. I got one of these and it really helps. There should be one… https://t.co/82eVkKTnFV",FALSE,1,"JessicaScott09",2019-04-14 23:44:00,TRUE,"1117484320665608193","1117574254738821121","23986468","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ElleZed238",0,FALSE,FALSE,NA,NA
"235","Women's tennis falls to Howard Payne, 8-1 https://t.co/Vr5c2f3IYG",FALSE,0,NA,2019-04-14 23:43:48,FALSE,NA,"1117574206416355328",NA,"<a href=""http://www.sidearmsports.com"" rel=""nofollow"">SIDEARM Sports</a>","sul_sports",0,FALSE,FALSE,NA,NA
"238","Mocs are hosting Arkansas tonight at 8:30 p.m. at McCallie's Strang-Voges Tennis Center.

Follow live scoring here… https://t.co/keC8PCh4Mb",FALSE,2,NA,2019-04-14 23:43:35,TRUE,NA,"1117574147780042759",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","GoMocsWTEN",1,FALSE,FALSE,NA,NA
"247","@Centre_Tennis Supposed* <U+0001F92A>",FALSE,2,"Centre_Tennis",2019-04-14 23:43:08,FALSE,"1117566982424076290","1117574035930480640","3368316557","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MillsapsTennis",0,FALSE,FALSE,NA,NA
"248","We're still in position to make the Big Sky tournament, but next weekend became a lot more important following a lo… https://t.co/1vXutJhWsW",FALSE,3,NA,2019-04-14 23:43:05,TRUE,NA,"1117574025742393344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","psuviksMTN",0,FALSE,FALSE,NA,NA
"249","Lakers Dominate in Doubles to Down Utica

Full Story:  https://t.co/tGuZC2OKMs",FALSE,0,NA,2019-04-14 23:43:01,FALSE,NA,"1117574009095376896",NA,"<a href=""http://www.sidearmsports.com"" rel=""nofollow"">SIDEARM Sports</a>","OswegoAthletics",0,FALSE,FALSE,NA,NA
